"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Candidatus_Uabimicrobium","61","94","75","11","127","134","14","149"
"Roseimicrobium","40910","11492","3689","848","4558","10099","1514","5115"
"Luteolibacter","5025","5283","3066","422","3801","4776","656","5104"
"Verrucomicrobium","4620","4707","3682","398","5469","5703","829","6100"
"Sulfuriroseicoccus","444","557","413","51","623","615","98","799"
"Akkermansia","1079","1318","1147","102","1737","1717","260","1968"
"Opitutus","11853","11431","9011","878","14758","16798","2677","16750"
"Lacunisphaera","6053","5870","3296","381","4730","6147","1425","7574"
"Nibricoccus","4064","2452","2375","221","3136","3604","641","3419"
"Oleiharenicola","3091","2489","2352","213","3349","4019","598","3619"
"Ereboglobus","1571","1550","1360","123","2218","2404","356","2268"
"Ruficoccus","689","850","803","72","1092","1171","157","1210"
"Coraliomargarita","181","178","190","15","249","283","35","245"
"Methylacidimicrobium","851","1082","1283","113","1662","1583","255","1935"
"Candidatus_Xiphinematobacter","136","140","131","17","264","202","25","224"
"Methylacidiphilum","99","122","119","18","174","162","31","179"
"Kiritimatiella","1173","1696","1744","134","2167","2351","372","2863"
"Tichowtungia","262","365","258","23","440","418","61","491"
"Candidatus_Protochlamydia","69","102","68","0","169","111","12","132"
"Parachlamydia","34","49","29","0","52","34","18","72"
"Neochlamydia","17","47","19","0","49","49","0","56"
"Waddlia","27","49","36","0","50","76","15","66"
"Candidatus_Rhabdochlamydia","26","41","27","0","58","36","0","58"
"Simkania","18","28","34","0","53","27","0","44"
"Chlamydia","109","127","73","0","151","111","31","150"
"Candidatus_Velamenicoccus","161","242","226","16","354","293","47","409"
"Chitinophaga","28352","4647","5327","492","10965","10082","770","3841"
"Niastella","6281","3180","3574","453","7355","11564","566","3744"
"Flavisolibacter","2525","2133","2632","178","3314","3328","445","1961"
"Pseudobacter","2286","1134","778","162","1653","1702","229","880"
"Flavihumibacter","1766","1422","929","95","1430","1659","194","1177"
"Niabella","1679","1128","729","105","1280","1426","174","1008"
"Arachidicoccus","1696","1183","617","52","1150","1136","150","850"
"Paraflavitalea","1574","1747","954","120","1894","2339","209","1217"
"Pseudocnuella","1503","1033","1622","118","1629","1900","234","1002"
"Ferruginibacter","1183","1017","416","44","917","842","123","658"
"Panacibacter","927","1032","466","53","1559","916","140","733"
"Lacibacter","846","1123","355","72","926","831","318","998"
"Filimonas","819","606","385","34","577","744","85","411"
"Phnomibacter","707","524","424","33","672","711","107","473"
"Hymenobacter","17271","19663","17722","1389","22305","21520","3469","25100"
"Pontibacter","5644","3833","5776","324","3046","6247","1445","6304"
"Rufibacter","1428","1251","999","70","1006","1206","216","1252"
"Adhaeribacter","980","663","562","44","499","692","138","664"
"Nibribacter","414","394","313","31","320","443","80","428"
"Dyadobacter","5829","12530","1176","133","1825","2559","447","1861"
"Fibrella","1146","1196","925","97","1332","1372","194","1529"
"Runella","845","845","560","61","705","849","134","873"
"Larkinella","358","263","225","29","257","339","48","311"
"Leadbetterella","247","163","68","0","75","151","19","155"
"Arcticibacterium","104","86","20","0","51","60","12","77"
"Chryseolinea","6347","5929","1592","204","1748","3323","747","4375"
"Fulvivirga","789","771","358","33","397","617","135","707"
"Spirosoma","5039","4750","3596","366","4995","5387","872","5765"
"Rhodocytophaga","677","536","790","38","520","607","145","446"
"Cytophaga","308","197","71","0","110","167","27","139"
"Aquirufa","216","178","87","0","138","157","36","160"
"Echinicola","963","814","449","44","521","779","143","766"
"Algoriphagus","768","574","235","24","300","451","105","449"
"Cyclobacterium","235","205","77","0","111","163","36","167"
"Aquiflexum","197","140","43","0","105","123","15","147"
"Belliella","159","131","53","0","93","110","25","110"
"Mongoliitalea","118","96","55","0","74","78","24","109"
"Flammeovirga","247","191","69","0","107","148","27","157"
"Mangrovivirga","175","145","42","0","79","110","24","117"
"Candidatus_Amoebophilus","73","53","20","0","51","45","18","89"
"Candidatus_Cardinium","76","79","40","0","42","71","0","59"
"Marivirga","174","140","82","0","81","150","34","128"
"Bernardetia","75","80","22","0","35","45","0","56"
"Flavobacterium","18581","62579","2353","236","3568","3899","2499","4746"
"Muricauda","1137","697","409","53","595","732","156","765"
"Gramella","896","800","335","32","514","581","111","689"
"Capnocytophaga","818","742","442","40","558","681","122","667"
"Polaribacter","794","1420","207","18","390","466","87","451"
"Nonlabens","510","529","199","25","308","346","67","342"
"Winogradskyella","522","758","183","23","268","331","73","321"
"Myroides","514","553","132","19","127","184","42","223"
"Maribacter","395","369","146","22","214","296","35","273"
"Antarcticibacterium","351","316","158","0","202","258","53","261"
"Aequorivita","297","255","106","10","156","220","46","220"
"Tenacibaculum","331","660","116","0","172","211","35","235"
"Cellulophaga","329","402","80","0","148","182","28","199"
"Robiginitalea","251","266","268","18","297","315","63","386"
"Salegentibacter","367","323","161","0","180","264","57","218"
"Sinomicrobium","236","139","87","0","153","146","26","148"
"Formosa","268","428","82","19","150","157","55","201"
"Aquimarina","216","294","55","0","99","116","28","133"
"Dokdonia","170","198","65","0","64","102","23","137"
"Kordia","161","234","73","0","112","117","26","134"
"Zunongwangia","274","269","75","27","141","199","36","168"
"Lutibacter","145","208","25","0","72","90","16","81"
"Leeuwenhoekiella","161","134","48","0","89","113","21","101"
"Lacinutrix","162","337","47","17","81","90","0","95"
"Flagellimonas","135","129","48","0","89","101","11","106"
"Algibacter","168","238","44","0","84","100","26","91"
"Seonamhaeicola","116","135","28","0","46","50","17","76"
"Zhouia","122","104","30","0","49","67","12","85"
"Pukyongia","101","70","28","0","72","66","0","67"
"Euzebyella","146","99","40","0","100","74","0","81"
"Muriicola","96","173","32","0","46","48","0","44"
"Sediminicola","99","78","15","0","29","24","13","57"
"Constantimarinum","90","65","29","0","52","48","0","56"
"Zobellia","85","77","30","0","57","86","0","88"
"Arenibacter","109","86","46","0","65","82","0","99"
"Aggregatimonas","82","75","45","0","67","87","11","97"
"Gilvibacter","88","64","38","0","63","61","0","64"
"Tamlana","90","162","27","0","68","63","12","62"
"Psychroflexus","80","107","30","0","54","98","12","67"
"Costertonia","92","77","34","0","50","63","0","56"
"Mesoflavibacter","96","156","14","0","32","42","0","33"
"Mariniflexile","77","93","25","0","58","60","17","473"
"Gillisia","91","88","0","0","24","34","0","41"
"Olleya","130","226","56","0","44","67","0","48"
"Galbibacter","68","79","30","0","34","69","0","60"
"Marixanthomonas","76","93","30","0","21","44","0","28"
"Bizionia","68","92","14","0","23","35","0","35"
"Amniculibacterium","114","73","48","0","66","86","0","84"
"Changchengzhania","59","83","21","0","39","49","0","42"
"Aegicerativicinus","54","76","20","0","39","37","11","50"
"Flavivirga","54","69","17","0","40","32","0","83"
"Urechidicola","131","159","20","0","35","44","0","42"
"Oceanihabitans","61","79","17","0","25","42","0","39"
"Siansivirga","52","84","26","0","33","32","0","49"
"Croceibacter","48","87","20","0","37","32","16","36"
"Sabulilitoribacter","46","98","0","0","21","30","0","19"
"Wenyingzhuangia","37","92","15","0","18","20","0","36"
"Psychroserpens","83","91","0","0","0","39","0","0"
"Chryseobacterium","7331","179692","2162","214","4424","4149","599","3179"
"Kaistella","578","536","230","35","411","402","85","465"
"Epilithonimonas","321","195","81","0","176","190","42","205"
"Elizabethkingia","1575","1145","211","170","866","356","117","387"
"Empedobacter","447","196","103","0","123","119","18","143"
"Apibacter","154","126","35","0","68","96","19","89"
"Cruoricaptor","120","97","72","14","100","118","15","120"
"Ornithobacterium","188","106","80","0","142","149","40","129"
"Cloacibacterium","143","141","43","0","86","88","0","107"
"Riemerella","103","92","51","0","46","88","0","76"
"Weeksella","61","46","18","0","36","38","0","49"
"Bergeyella","47","48","22","0","31","49","0","39"
"Faecalibacter","28","50","19","0","18","24","0","28"
"Fluviicola","268","157","60","0","92","128","80","238"
"Crocinitomix","75","83","18","0","58","50","12","50"
"Blattabacterium","282","299","141","14","240","272","67","287"
"Owenweeksia","133","104","40","0","68","97","15","95"
"Croceimicrobium","110","82","53","0","75","84","18","74"
"Candidatus_Sulcia","37","27","21","0","25","28","0","47"
"Candidatus_Walczuchella","20","17","0","0","14","22","0","27"
"Ichthyobacterium","18","20","0","0","15","16","0","23"
"Mucilaginibacter","17456","4137","2393","251","3854","4512","885","3984"
"Pedobacter","6673","18775","1161","107","1684","2032","384","1888"
"Sphingobacterium","3810","4979","1953","177","2083","2241","573","1932"
"Olivibacter","439","265","853","20","237","282","40","259"
"Solitalea","402","424","112","13","249","286","57","256"
"Anseongella","337","259","230","21","217","349","67","763"
"Pseudopedobacter","252","186","150","0","172","188","32","120"
"Alistipes","4463","4131","5207","499","6768","6831","986","8039"
"Bacteroides","2571","1864","1553","147","2226","2710","421","2584"
"Phocaeicola","431","352","256","24","415","442","77","442"
"Prevotella","1836","1892","1585","161","2000","2245","328","2390"
"Pseudoprevotella","97","57","68","0","77","87","14","69"
"Paraprevotella","149","95","114","0","147","193","32","145"
"Parabacteroides","836","549","549","45","752","882","121","910"
"Tannerella","368","418","406","29","565","550","68","610"
"Sodaliphilus","336","286","369","40","459","507","73","638"
"Duncaniella","195","192","183","24","262","290","46","321"
"Muribaculum","196","192","179","12","234","237","45","297"
"Porphyromonas","574","548","569","42","690","746","123","882"
"Proteiniphilum","166","214","87","10","146","153","20","175"
"Petrimonas","129","158","103","13","141","150","30","190"
"Dysgonomonas","77","62","26","0","35","55","14","35"
"Barnesiella","367","195","298","27","409","444","93","560"
"Coprobacter","65","39","38","0","39","49","0","54"
"Butyricimonas","140","113","132","0","192","169","17","169"
"Odoribacter","89","60","59","0","75","76","0","61"
"Paludibacter","84","86","41","0","58","64","16","80"
"Tenuifilum","56","72","30","0","53","58","0","50"
"Salinivirga","49","63","27","0","55","52","0","53"
"Draconibacterium","234","210","117","12","187","249","15","198"
"Maribellus","107","82","53","0","71","90","13","75"
"Alkalitalea","89","104","48","0","52","67","10","68"
"Labilibaculum","65","75","30","0","42","58","11","67"
"Rhodocaloribacter","2564","3213","4666","370","4822","5535","859","6583"
"Rhodothermus","2388","3087","3702","322","4662","4539","654","5441"
"Salinibacter","1399","1766","2257","178","2567","2563","406","3271"
"Haliscomenobacter","395","322","258","22","381","399","62","390"
"Saprospira","85","57","35","0","69","59","14","69"
"Candidatus_Sulfidibacterium","166","114","73","0","118","115","25","127"
"Chlorobaculum","1392","1581","1812","156","2458","2247","339","2764"
"Pelodictyon","340","424","437","40","613","609","87","729"
"Chlorobium","288","295","340","34","459","424","57","538"
"Prosthecochloris","554","700","696","52","867","899","130","1176"
"Chloroherpeton","103","136","126","15","216","189","28","255"
"Candidatus_Cyclonatronum","216","246","234","27","355","327","48","418"
"Melioribacter","95","104","113","10","131","123","20","152"
"Ignavibacterium","61","77","71","0","95","101","11","105"
"Gemmatirosa","43987","32596","70997","4422","120129","58859","10506","69626"
"Gemmatimonas","15577","13967","19040","1658","26451","21154","3484","28075"
"Fibrobacter","124","111","160","17","198","184","31","192"
"Candidatus_Cloacimonas","26","54","40","0","68","68","14","69"
"Luteitalea","85852","142563","70933","7846","88837","116037","21092","177095"
"Granulicella","5603","7991","7988","745","14276","10454","1542","13223"
"Terriglobus","3930","5420","5364","518","11158","7994","997","9053"
"Edaphobacter","2861","2277","2472","248","4701","5335","414","3811"
"Acidobacterium","2628","3772","4149","391","8151","5404","797","6670"
"Candidatus_Koribacter","1818","2759","3125","325","8553","4053","569","5049"
"Acidisarcina","935","1362","1435","143","2792","1881","250","2404"
"Paludibaculum","4789","6204","6201","590","12016","8474","1204","10123"
"Chloracidobacterium","1921","2917","3299","330","4868","4125","606","4721"
"Sulfidibacter","1410","1947","1835","162","2511","2465","335","2950"
"Thermotomaculum","53","59","103","0","97","94","14","104"
"Nitrospira","5034","9109","10313","1139","14063","13495","1805","15580"
"Leptospirillum","202","269","363","36","413","418","49","514"
"Dissulfurispira","53","62","135","0","115","126","24","128"
"Thermodesulfovibrio","35","71","107","0","95","97","11","99"
"Treponema","808","971","943","89","1319","1296","173","1518"
"Spirochaeta","466","605","706","38","772","796","143","1042"
"Salinispira","65","80","74","0","111","115","15","154"
"Sediminispirochaeta","50","50","72","0","80","83","12","90"
"Oceanispirochaeta","24","36","22","0","36","28","0","38"
"Sphaerochaeta","208","387","237","18","379","319","41","398"
"Breznakiella","106","143","128","15","165","131","23","220"
"Borrelia","46","69","92","0","102","99","22","113"
"Borreliella","27","17","0","0","38","0","0","38"
"Leptospira","412","415","364","28","560","452","102","716"
"Turneriella","281","386","243","29","388","379","91","498"
"Brachyspira","41","45","32","0","44","65","11","72"
"Pyramidobacter","346","503","545","38","670","649","98","883"
"Fretibacterium","303","371","512","42","633","564","85","697"
"Aminomonas","249","375","516","34","624","581","74","747"
"Cloacibacillus","260","356","409","25","534","448","68","684"
"Jonquetella","205","207","290","28","328","333","48","399"
"Thermanaerovibrio","199","317","444","32","469","488","83","640"
"Aminobacterium","41","43","82","0","62","86","0","107"
"Acetomicrobium","36","47","73","0","70","72","13","103"
"Thermovirga","45","76","93","0","123","73","0","119"
"Candidatus_Nanosynbacter","471","187","322","0","299","283","66","258"
"Candidatus_Saccharimonas","218","54","102","0","123","112","28","93"
"Candidatus_Bipolaricaulis","269","394","559","52","631","670","95","918"
"Candidatus_Babela","54","136","43","0","59","74","17","163"
"Candidatus_Chazhemtobacterium","41","26","20","0","41","30","10","52"
"Candidatus_Absconditicoccus","24","29","33","0","33","43","0","89"
"Thermotoga","166","210","247","17","348","321","42","444"
"Pseudothermotoga","54","90","91","0","94","83","13","135"
"Fervidobacterium","38","58","63","0","75","95","0","106"
"Thermosipho","33","62","61","0","86","47","0","77"
"Mesotoga","64","76","95","0","107","70","12","121"
"Kosmotoga","18","52","44","0","62","45","12","110"
"Marinitoga","29","31","25","0","32","45","0","59"
"Defluviitoga","21","38","27","0","39","27","0","54"
"Athalassotoga","34","41","39","0","42","52","13","64"
"Thermocrinis","56","72","125","0","126","113","18","173"
"Hydrogenobacter","44","59","87","0","55","83","0","85"
"Aquifex","22","23","46","0","32","33","0","51"
"Persephonella","42","62","59","0","69","72","0","129"
"Sulfurihydrogenibium","37","56","88","0","97","97","0","119"
"Thermosulfidibacter","52","60","87","0","102","90","0","106"
"Thermovibrio","37","67","104","0","138","125","14","152"
"Desulfurobacterium","13","26","32","0","18","39","13","55"
"Fusobacterium","173","224","142","21","183","233","34","242"
"Ilyobacter","10","11","0","0","0","0","0","24"
"Leptotrichia","81","102","81","0","104","92","23","133"
"Sebaldella","13","11","22","0","16","16","0","28"
"Thermosulfurimonas","111","143","181","22","241","225","30","293"
"Thermodesulfatator","48","61","64","0","80","62","14","108"
"Thermosulfuriphilus","40","61","92","0","122","103","15","138"
"Thermodesulfobacterium","26","32","71","0","68","67","0","69"
"Geovibrio","73","81","106","0","125","115","25","131"
"Flexistipes","44","41","45","0","68","71","0","94"
"Denitrovibrio","30","34","29","0","37","49","0","43"
"Calditerrivibrio","22","35","39","0","51","39","0","70"
"Mucispirillum","20","33","25","0","62","40","0","73"
"Deferribacter","15","43","23","0","47","37","0","63"
"Desulfurispirillum","267","294","347","29","460","426","58","574"
"Caldithrix","197","231","315","23","380","370","48","442"
"Endomicrobium","66","74","68","0","110","96","18","124"
"Elusimicrobium","64","90","82","0","112","84","17","171"
"Caldisericum","68","71","85","0","90","108","16","123"
"Dictyoglomus","34","50","92","0","95","80","13","94"
"Coprothermobacter","39","64","90","0","121","109","18","167"
"Atribacter","24","52","65","0","65","77","11","67"
"Fusarium","36093","25669","6255","724","11338","10537","10836","49646"
"Pochonia","7622","215","119","10","213","200","60","419"
"Metarhizium","5452","2844","1811","153","2605","2623","768","4494"
"Ustilaginoidea","729","767","547","48","706","801","199","1065"
"Trichoderma","5133","4460","2672","273","5655","4841","880","4988"
"Purpureocillium","2357","840","851","69","1038","971","247","1408"
"Drechmeria","776","814","609","49","803","744","172","1230"
"Beauveria","1767","1609","1348","101","1674","1657","386","2627"
"Cordyceps","752","718","659","36","828","802","156","1123"
"Clonostachys","567","719","361","30","585","437","111","601"
"Colletotrichum","1132","1216","935","73","1213","1189","229","1860"
"Thermothelomyces","7061","1861","2091","123","1681","1620","832","3126"
"Thermothielavioides","6554","1779","1827","110","2050","1800","679","2978"
"Neurospora","2172","1762","1184","59","1299","746","479","1250"
"Pyricularia","1083","1086","897","61","1131","1102","251","1611"
"Neopestalotiopsis","756","715","465","24","608","560","166","899"
"Botrytis","245","289","162","14","193","232","55","380"
"Aspergillus","1103","3841","4853","177","2228","2342","4471","17735"
"Penicillium","1073","2954","632","76","797","1006","628","9031"
"Paecilomyces","300","417","234","0","280","245","98","449"
"Talaromyces","165","296","334","78","252","312","54","276"
"Ampelomyces","558","613","429","32","429","321","136","650"
"Paraphaeosphaeria","564","564","595","28","667","552","113","967"
"Zymoseptoria","207","229","167","0","238","225","55","283"
"Cercospora","190","1245","141","15","192","155","43","221"
"Eremothecium","187","227","200","25","280","272","54","409"
"Saccharomyces","68","73","43","0","73","54","20","124"
"Naumovozyma","64","98","37","0","60","51","28","104"
"Tetrapisispora","57","70","34","0","73","50","16","94"
"Kluyveromyces","48","79","28","0","61","65","17","79"
"Kazachstania","42","52","51","0","54","54","0","74"
"Lachancea","39","65","54","0","64","62","12","107"
"Zygotorulaspora","39","44","11","0","15","41","0","39"
"Torulaspora","31","45","27","0","51","60","11","62"
"Nakaseomyces","24","40","29","0","54","36","0","65"
"Zygosaccharomyces","18","36","13","0","21","18","0","42"
"Brettanomyces","95","64","45","0","61","64","19","124"
"Pichia","49","73","39","0","33","27","16","49"
"Ogataea","31","47","49","0","65","42","11","84"
"Candida","111","199","70","0","114","127","56","240"
"Scheffersomyces","21","21","15","0","20","20","0","36"
"Sugiyamaella","111","95","54","0","69","58","11","100"
"Yarrowia","90","88","95","0","104","115","24","156"
"Saccharomycodes","20","32","12","0","31","25","0","38"
"Schizosaccharomyces","36","61","34","0","31","65","13","85"
"Pseudozyma","875","965","1076","73","1321","1266","194","1825"
"Ustilago","290","332","314","35","628","407","85","529"
"Sporisorium","304","308","274","24","348","333","73","534"
"Malassezia","111","153","105","0","159","150","26","252"
"Phlebiopsis","273","299","293","26","442","708","52","533"
"Rhizoctonia","104","101","92","0","114","313","17","136"
"Marasmius","118","137","83","15","123","1127","23","148"
"Cryptococcus","114","121","108","14","137","215","30","236"
"Encephalitozoon","28","30","10","0","28","16","13","38"
"Phytophthora","2706","4036","3205","221","3975","3566","674","5129"
"Pythium","272","321","337","25","343","355","61","536"
"Candidatus_Neoehrlichia","0","16","0","0","0","15","0","24"
"Candidatus_Midichloria","0","29","20","0","33","45","0","55"
"Candidatus_Gromoviella","0","18","16","0","31","25","0","24"
"Candidatus_Ishikawaella","0","14","16","0","13","30","0","24"
"Candidatus_Carsonella","0","21","0","0","30","12","13","34"
"Enterovibrio","0","13","0","0","11","0","0","17"
"Candidatus_Azoamicus","0","11","0","0","0","0","0","0"
"Apilactobacillus","0","13","14","0","18","17","0","13"
"Lapidilactobacillus","0","13","0","0","16","0","0","15"
"Marinilactibacillus","0","24","15","0","25","27","0","30"
"Granulicatella","0","19","24","0","49","0","0","47"
"Hathewaya","0","33","0","0","23","13","0","25"
"Tyzzerella","0","16","0","0","0","18","0","0"
"Filifactor","0","31","0","0","27","0","0","50"
"Miniphocaeibacter","0","12","0","0","0","0","0","14"
"Ureaplasma","0","15","0","0","14","13","0","0"
"Candidatus_Hepatoplasma","0","11","0","0","0","0","0","11"
"Paracholeplasma","0","23","14","0","25","22","0","47"
"Haploplasma","0","20","15","0","0","0","0","15"
"Acholeplasma","0","15","0","0","20","21","0","38"
"Mariniplasma","0","13","0","0","16","0","0","0"
"Malacoplasma","0","11","12","0","22","23","0","15"
"Tepiditoga","0","15","0","0","15","16","0","25"
"Hydrogenobaculum","0","11","0","0","16","16","0","56"
"Cetobacterium","0","14","0","0","15","15","0","12"
"Caldimicrobium","0","13","24","0","44","23","0","27"
"Debaryomyces","0","19","11","0","16","10","0","17"
"Candidatus_Mikella","0","0","10","0","15","14","0","18"
"Wigglesworthia","0","0","11","0","14","12","0","12"
"Amylolactobacillus","0","0","34","0","40","38","0","38"
"Chlamydiifrater","0","0","11","0","0","0","0","18"
"Petrotoga","0","0","19","0","0","17","0","26"
"Pseudoleptotrichia","0","0","12","0","0","18","0","12"
"Candidatus_Purcelliella","0","0","0","0","15","0","0","0"
"Abyssicoccus","0","0","0","0","16","18","0","20"
"Melissococcus","0","0","0","0","13","0","0","0"
"Longicatena","0","0","0","0","27","40","0","42"
"Amedibacterium","0","0","0","0","27","0","0","0"
"Thiospirochaeta","0","0","0","0","18","17","0","17"
"Candidatus_Tachikawaea","0","0","0","0","0","13","0","15"
"Komagataella","0","0","0","0","0","13","0","13"
"Candidatus_Gullanella","0","0","0","0","0","0","0","12"
"Bombilactobacillus","0","0","0","0","0","0","0","13"
"Faecalitalea","0","0","0","0","0","0","0","32"
"Candidatus_Minimicrobia","0","0","0","0","0","0","0","71"
