"","1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561"
"Anthocerotibacter_panamensis","310","287","201","101","516","287","77"
"Geitlerinema_sp._PCC_7407","794","667","679","262","1149","633","187"
"Allocoleopsis_franciscana","174","143","107","54","194","144","37"
"Moorena_producens","517","513","429","271","1038","475","131"
"Oscillatoria_nigro-viridis","267","234","179","74","343","185","39"
"Oscillatoria_acuminata","118","95","62","38","178","103","38"
"Microcoleus_vaginatus","446","158","122","64","315","221","59"
"Oxynema_aestuarii","310","238","181","94","466","291","87"
"Planktothrix_rubescens","33","26","0","0","56","39","0"
"Planktothrix_agardhii","33","40","33","0","47","30","0"
"[Phormidium]_sp._ETS-05","162","171","101","57","288","228","44"
"Crinalium_epipsammum","84","70","50","18","119","102","12"
"Microcystis_aeruginosa","452","311","296","159","645","521","78"
"Microcystis_sp._MC19","45","32","36","16","72","69","0"
"Gloeothece_verrucosa","59","43","29","17","73","54","11"
"Gloeothece_citriformis","48","48","31","29","78","57","17"
"Halothece_sp._PCC_7418","87","69","76","18","102","85","23"
"Euhalothece_natronophila","27","17","13","0","46","38","0"
"Rippkaea_orientalis","76","50","39","32","108","71","13"
"Crocosphaera_subtropica","68","41","39","24","85","84","22"
"Candidatus_Atelocyanobacterium_thalassa","17","0","18","0","28","14","0"
"Geminocystis_sp._NIES-3708","52","20","0","0","49","22","0"
"Geminocystis_sp._NIES-3709","31","20","34","0","39","26","0"
"Geminocystis_herdmanii","57","68","46","18","59","77","0"
"Gloeocapsa_sp._PCC_7428","107","63","53","37","153","82","27"
"Chondrocystis_sp._NIES-4102","45","41","53","27","82","51","0"
"Cyanobacterium_aponinum","51","57","49","20","85","45","12"
"Chroococcidiopsis_sp._CCMEE_29","230","248","206","105","473","211","56"
"Chroococcidiopsis_sp._CCNUC1","146","132","103","44","206","156","31"
"Chroococcidiopsis_thermalis","187","180","140","67","243","108","30"
"Pleurocapsa_sp._PCC_7327","171","143","108","47","199","82","39"
"Stanieria_sp._NIES-3757","37","47","29","0","44","59","0"
"Stanieria_cyanosphaera","33","22","28","17","54","42","0"
"Gloeomargarita_lithophora","107","136","106","35","165","107","19"
"Thermostichus_lividus","94","63","40","25","143","52","0"
"cyanobacterium_endosymbiont_of_Rhopalodia_gibberula","18","0","0","0","24","0","0"
"Sphaerobacter_thermophilus","6827","6892","5173","6665","15789","8381","5978"
"Thermomicrobium_roseum","1497","1498","1141","506","2771","1746","467"
"Roseiflexus_sp._RS-1","1974","2829","2853","855","3284","3358","708"
"Roseiflexus_castenholzii","1941","2647","2429","760","3136","3102","635"
"Chloroflexus_aggregans","1022","840","740","268","1218","868","191"
"Chloroflexus_aurantiacus","903","1034","777","306","1143","926","217"
"Tepidiforma_bonchosmolovskayae","4645","4921","3792","1871","8614","4989","1026"
"Candidatus_Promineofilum_breve","3797","3892","2834","1456","6653","3710","919"
"Caldilinea_aerophila","2349","2033","1681","688","3328","2055","490"
"Anaerolinea_thermophila","856","1620","1209","321","1320","827","237"
"Pelolinea_submarina","720","1034","728","274","1063","631","175"
"Brevefilum_fermentans","269","432","303","122","425","264","75"
"Dehalogenimonas_formicexedens","499","516","399","181","934","526","132"
"Dehalogenimonas_sp._GP","341","344","238","131","643","380","105"
"Dehalococcoides_mccartyi","417","345","260","96","533","372","102"
"Phototrophicus_methaneseepsis","795","943","649","307","1137","519","141"
"Ktedonosporobacter_rubrisoli","767","924","775","292","1179","1079","243"
"Thermobaculum_terrenum","699","830","609","271","1307","976","228"
"Fimbriimonas_ginsengisoli","2013","2246","1804","742","3132","1981","768"
"Chthonomonas_calidirosea","447","718","537","200","865","522","132"
"Mycoplasma_sp._(ex_Biomphalaria_glabrata)","18","0","15","0","20","0","0"
"Mycoplasma_sp._SG1","11","10","0","0","14","0","0"
"Mycoplasma_gallisepticum","91","0","0","0","0","150","0"
"Mycoplasma_genitalium","17","12","11","0","0","0","0"
"Mycoplasma_phocoenae","24","0","0","0","0","12","0"
"Mycoplasma_pneumoniae","12","0","0","0","0","13","0"
"Mycoplasmopsis_synoviae","48","0","0","0","0","0","0"
"Mycoplasmopsis_fermentans","11","0","0","0","0","0","0"
"Mesomycoplasma_hyopneumoniae","26","0","0","0","0","0","0"
"Alteracholeplasma_palmae","48","39","37","31","85","41","17"
"Acholeplasma_hippikon","14","0","0","0","0","0","0"
"Acholeplasma_laidlawii","12","0","0","0","18","0","0"
"Paracholeplasma_brassicae","27","16","0","0","28","19","0"
"Haploplasma_axanthum","14","0","0","0","18","22","0"
"Spiroplasma_litorale","38","0","0","0","82","0","0"
"Williamsoniiplasma_somnilux","23","30","0","0","23","0","0"
"Malacoplasma_iowae","17","17","0","0","28","0","0"
"Candidatus_Izimaplasma_sp._HR1","10","19","0","0","44","10","0"
"Gemmata_obscuriglobus","37569","17696","12914","11797","46987","21416","5232"
"Gemmata_massiliana","20113","8839","6674","5984","22482","10263","2641"
"Gemmata_sp._SH-PL17","19348","8570","6364","5494","21238","9959","2575"
"Urbifossiella_limnaea","67477","31115","23442","19624","78694","35539","7707"
"Frigoriglobus_tundricola","43886","20302","15122","13792","54101","24854","6116"
"Limnoglobus_roseus","28152","14250","10148","9217","37758","16167","3267"
"Tuwongella_immobilis","2679","1464","1006","799","3388","1651","303"
"Telmatocola_sphagniphila","2275","1160","860","673","2848","1471","236"
"Lacipirellula_parvula","23043","11636","6941","4920","19193","4951","973"
"Lacipirellula_limnantheis","21964","11433","7019","4460","18917","4743","975"
"Pirellulimonas_nuda","12819","6941","4540","3164","15590","5493","1101"
"Botrimarina_mediterranea","11271","6272","4027","2682","12705","4614","994"
"Aeoliella_mucimassa","4835","2375","1532","1024","4911","1646","366"
"Adhaeretor_mobilis","2774","1435","866","669","3019","925","189"
"Bythopirellula_goksoeyrii","2661","1294","796","559","2808","762","117"
"Anatilimnocola_aggregata","9142","4365","2768","1750","7304","2725","601"
"Lignipirellula_cremea","8638","4242","2723","1961","9660","3627","711"
"Rosistilla_oblonga","2911","1515","917","710","3172","1177","345"
"Rosistilla_carotiformis","2040","1014","633","472","2153","768","173"
"Rosistilla_ulvae","2014","996","678","484","2061","865","186"
"Stieleria_maiorica","3796","1956","1388","1016","4553","1673","381"
"Stieleria_neptunia","3419","1947","1248","911","3959","1576","387"
"Pirellula_staleyi","4526","1952","1233","945","4027","1356","300"
"Pirellula_sp._SH-Sr6A","1007","942","359","224","1044","461","120"
"Bremerella_volcania","5655","2745","1759","1259","5852","2056","483"
"Roseimaritima_ulvae","3260","1579","1045","795","3817","1324","281"
"Roseimaritima_multifibrata","1029","478","300","259","1059","401","97"
"Rubripirellula_lacrimiformis","1842","1013","686","462","2286","802","192"
"Mariniblastus_fucicola","1198","622","441","304","1336","517","135"
"Aureliella_helgolandensis","1283","604","448","312","1302","490","131"
"Rhodopirellula_baltica","1238","557","421","298","1289","478","126"
"Thermogutta_terrifontis","1244","679","486","309","1590","676","139"
"Tautonia_plasticadhaerens","43736","14307","10579","11222","49229","34667","3639"
"Aquisphaera_giovannonii","28384","14654","10847","8770","35458","27547","4587"
"Paludisphaera_borealis","20653","9505","7182","5778","23335","18625","3102"
"Singulisphaera_acidiphila","17093","6443","4643","3926","14920","11975","2831"
"Isosphaera_pallida","2937","1605","1185","830","3717","2228","401"
"Planctomyces_sp._SH-PL62","23901","10882","8094","6322","25785","18509","3129"
"Planctomyces_sp._SH-PL14","13301","7376","5391","3438","15315","6179","1528"
"Caulifigura_coniformis","13831","5953","4866","3352","12166","4723","2643"
"Gimesia_panareensis","3127","1611","1162","805","3564","1347","345"
"Gimesia_chilikensis","2496","1260","914","612","2929","1172","267"
"Gimesia_maris","1173","625","466","327","1398","542","148"
"Gimesia_fumaroli","777","383","310","172","881","307","87"
"Gimesia_alba","745","430","258","192","920","351","74"
"Gimesia_algae","714","487","291","194","907","378","74"
"Gimesia_aquarii","512","226","159","118","526","196","56"
"Gimesia_benthica","1111","570","376","282","1284","472","150"
"Maioricimonas_rarisocia","10081","5251","3628","2618","12450","4584","1054"
"Alienimonas_californiensis","7268","4501","3185","1988","9898","3877","994"
"Symmachiella_dynata","3603","1852","1311","908","4225","1642","336"
"Rubinisphaera_brasiliensis","2116","1154","860","548","2481","874","200"
"Calycomorphotria_hydatis","1934","1001","657","398","1954","771","185"
"Planctopirus_ephydatiae","976","501","338","210","970","447","111"
"Planctopirus_limnophila","913","455","295","228","977","406","94"
"Fuerstiella_marisgermanici","1844","963","619","487","2218","802","192"
"Crateriforma_conspicua","1824","992","680","458","2157","824","181"
"Polystyrenella_longa","827","382","262","203","849","312","54"
"Thalassoglobus_polymorphus","683","322","203","168","744","351","68"
"Humisphaera_borealis","12703","7457","5352","3149","12484","6265","1538"
"Phycisphaera_mikurensis","4154","3371","2343","1412","6406","3015","934"
"Mucisphaera_calidilacus","2274","1563","1172","672","3181","1379","402"
"Poriferisphaera_corsica","231","178","135","80","310","182","53"
"Anaerohalosphaera_lusitana","383","278","220","133","626","258","90"
"Sedimentisphaera_salicampi","114","39","32","21","115","59","15"
"Sedimentisphaera_cyanobacteriorum","136","126","65","36","182","92","27"
"Limihaloglobus_sulfuriphilus","167","122","94","62","262","124","44"
"Candidatus_Kuenenia_stuttgartiensis","167","112","91","68","260","142","26"
"Candidatus_Uabimicrobium_amorphum","103","104","67","44","197","83","19"
"Opitutus_sp._GAS368","13169","5193","3682","2953","8750","4422","2062"
"Opitutus_terrae","6458","5960","4190","2689","9049","4319","2975"
"Lacunisphaera_limnophila","7000","4365","3166","2569","8007","3487","1598"
"Nibricoccus_aquaticus","4281","2888","1947","1788","3400","1720","982"
"Oleiharenicola_sp._KSB-15","3304","2921","2014","1110","3906","2172","1210"
"Ereboglobus_luteus","2087","1646","1178","729","2588","1396","764"
"Ruficoccus_sp._ZRK36","982","849","546","380","1532","678","251"
"Coraliomargarita_akajimensis","231","176","116","92","358","164","53"
"Roseimicrobium_sp._ORNL1","9329","3216","2814","1640","4099","1400","525"
"Luteolibacter_luteus","3821","1787","1072","745","2252","1048","402"
"Luteolibacter_ambystomatis","3123","1704","1162","636","2539","1322","413"
"Verrucomicrobium_spinosum","3606","1488","1070","602","2423","1149","381"
"Verrucomicrobium_sp._GAS474","2757","2449","1631","999","4028","2362","814"
"Sulfuriroseicoccus_oceanibius","646","449","281","181","788","412","132"
"Akkermansia_muciniphila","1213","876","577","402","1747","911","269"
"Akkermansia_glycaniphila","427","322","226","135","587","338","104"
"Methylacidimicrobium_sp._AP8","705","601","469","276","1268","695","218"
"Methylacidimicrobium_sp._B4","699","529","379","258","1124","664","205"
"Candidatus_Xiphinematobacter_sp._Idaho_Grape","153","107","95","57","122","209","30"
"Methylacidiphilum_sp._IT6","23","16","37","0","30","29","0"
"Methylacidiphilum_kamchatkense","26","24","30","0","29","35","28"
"Methylacidiphilum_infernorum","73","60","0","0","105","31","0"
"Kiritimatiella_glycovorans","2208","1648","1202","807","3515","1600","493"
"Tichowtungia_aerotolerans","383","264","205","157","546","282","100"
"Candidatus_Protochlamydia_naegleriophila","96","68","42","26","87","140","27"
"Candidatus_Protochlamydia_amoebophila","27","20","0","0","31","103","0"
"Neochlamydia_sp._S13","50","34","25","0","75","58","24"
"Parachlamydia_acanthamoebae","46","35","24","24","79","101","22"
"Candidatus_Rhabdochlamydia_oedothoracis","25","27","0","0","55","48","0"
"Candidatus_Rhabdochlamydia_porcellionis","27","34","0","0","0","39","0"
"Waddlia_chondrophila","51","41","31","26","73","57","22"
"Simkania_negevensis","29","19","31","16","58","47","18"
"Chlamydia_suis","34","0","0","0","37","0","0"
"Chlamydia_felis","14","0","0","0","0","0","0"
"Chlamydia_trachomatis","17","31","0","0","0","0","0"
"Chlamydia_abortus","23","0","0","0","0","0","0"
"Chlamydia_pneumoniae","14","0","0","0","21","61","0"
"Candidatus_Velamenicoccus_archaeovorus","335","177","162","136","544","286","66"
"Hymenobacter_sp._5413J-13","2754","393","242","180","592","297","135"
"Hymenobacter_sp._5317J-9","1460","963","594","392","1741","917","311"
"Hymenobacter_sp._PAMC_26628","1336","975","629","442","1829","884","335"
"Hymenobacter_sp._APR13","1442","919","584","384","1554","844","302"
"Hymenobacter_sp._PAMC_26554","1061","696","494","297","1344","790","265"
"Hymenobacter_sp._BRD128","1017","643","427","305","1145","643","244"
"Hymenobacter_sp._5116S-27","980","475","342","240","888","455","149"
"Hymenobacter_sp._5116S-3","937","492","353","249","932","463","166"
"Hymenobacter_sp._BT18","907","501","340","228","835","402","161"
"Hymenobacter_sp._DG01","928","459","315","218","861","406","159"
"Hymenobacter_sp._S2-20-2","808","336","244","181","616","361","128"
"Hymenobacter_sp._NBH84","780","422","278","210","660","322","142"
"Hymenobacter_sp._5420S-77","736","368","280","169","641","325","130"
"Hymenobacter_sp._DG25B","780","402","258","169","599","364","144"
"Hymenobacter_sp._DG25A","696","295","199","162","505","297","89"
"Hymenobacter_sp._BRD67","835","580","321","221","977","557","179"
"Hymenobacter_sp._HDW8","1143","554","421","238","1040","512","229"
"Hymenobacter_sp._5516J-16","1058","533","315","206","566","393","140"
"Hymenobacter_sp._5516S-25","892","502","403","197","610","380","171"
"Hymenobacter_busanensis","1652","828","538","361","1494","750","274"
"Hymenobacter_monticola","1282","925","533","400","1630","802","327"
"Hymenobacter_oligotrophus","1073","565","374","293","995","506","215"
"Hymenobacter_sedentarius","1064","724","487","356","1370","755","258"
"Hymenobacter_jejuensis","966","498","308","204","891","439","167"
"Hymenobacter_nivis","1006","625","428","228","1242","638","271"
"Hymenobacter_swuensis","761","432","316","206","889","371","138"
"Hymenobacter_tibetensis","667","354","228","153","697","308","143"
"Hymenobacter_qilianensis","648","271","234","172","601","302","81"
"Hymenobacter_baengnokdamensis","770","532","410","237","1040","591","186"
"Hymenobacter_radiodurans","1122","595","358","237","906","458","152"
"Pontibacter_pudoricolor","6140","1912","817","621","2218","102","45"
"Pontibacter_russatus","5044","1139","646","539","2250","721","277"
"Pontibacter_actiniarum","2205","838","483","352","1640","465","164"
"Pontibacter_akesuensis","1774","581","321","272","1108","232","111"
"Pontibacter_sp._SGAir0037","1396","315","173","156","663","121","45"
"Pontibacter_korlensis","1327","344","198","187","762","106","41"
"Adhaeribacter_swui","7988","197","133","90","297","111","54"
"Adhaeribacter_radiodurans","2492","134","96","81","193","91","39"
"Rufibacter_radiotolerans","3481","325","205","177","537","199","88"
"Rufibacter_sp._DG15C","3307","281","194","154","471","180","83"
"Rufibacter_tibetensis","2276","243","123","112","405","160","58"
"Nibribacter_ruber","3294","318","180","124","527","199","83"
"Dyadobacter_fermentans","9758","1899","1236","269","1000","545","185"
"Dyadobacter_sp._LJ419","1091","200","134","80","233","115","46"
"Dyadobacter_sp._NIV53","916","106","73","35","92","54","31"
"Dyadobacter_sandarakinus","966","251","195","94","369","162","79"
"Fibrella_aestuarina","961","644","396","256","1149","585","187"
"Fibrella_sp._ES10-3-2-2","549","281","207","137","506","222","89"
"Runella_slithyformis","503","238","157","88","401","170","90"
"Runella_rosea","377","178","80","65","239","124","36"
"Runella_sp._SP2","323","202","77","50","163","108","29"
"Larkinella_sp._IE-0392","730","150","113","93","323","146","61"
"Leadbetterella_byssophila","299","83","64","32","72","48","18"
"Arcticibacterium_luteifluviistationis","118","37","22","0","45","22","10"
"Spirosoma_sp._CJU-R4","795","444","304","228","881","403","186"
"Spirosoma_sp._KUDC1026","584","294","194","125","580","231","101"
"Spirosoma_sp._RHs26","445","196","149","94","342","164","74"
"Spirosoma_sp._KCTC_72228","463","157","105","84","250","132","45"
"Spirosoma_sp._KCTC_42546","447","200","144","103","342","165","78"
"Spirosoma_aerolatum","839","168","103","77","303","145","59"
"Spirosoma_rigui","603","380","247","140","607","299","129"
"Spirosoma_taeanense","573","341","234","183","668","282","109"
"Spirosoma_montaniterrae","535","282","198","129","518","224","91"
"Spirosoma_pollinicola","438","175","108","96","361","172","83"
"Spirosoma_radiotolerans","419","181","115","85","313","162","72"
"Spirosoma_endbachense","564","248","186","114","424","227","98"
"Spirosoma_aureum","427","176","140","117","382","167","39"
"Rhodocytophaga_rosea","2893","160","115","116","290","112","41"
"Cytophaga_hutchinsonii","271","88","54","41","105","45","29"
"Aquirufa_sp._9H-EGSE","137","61","25","24","102","44","17"
"Aquirufa_nivalisilvae","121","27","26","16","41","0","15"
"Chryseolinea_soli","4865","1031","688","999","2579","754","513"
"Fulvivirga_sp._SS9-22","286","92","57","65","164","31","25"
"Fulvivirga_sp._W9P-11","262","85","48","35","101","39","22"
"Fulvivirga_sp._SW1-E11","222","70","43","29","82","42","29"
"Fulvivirga_lutea","222","72","43","31","83","33","19"
"Echinicola_sp._SCS_3-6","261","55","40","27","72","35","15"
"Echinicola_sp._20G","189","44","29","21","76","32","0"
"Echinicola_vietnamensis","294","101","64","50","192","63","29"
"Echinicola_soli","200","65","54","31","97","52","27"
"Echinicola_strongylocentroti","215","79","65","40","129","67","22"
"Echinicola_rosea","251","81","53","49","135","63","25"
"Algoriphagus_sp._Y33","299","66","83","23","101","54","19"
"Algoriphagus_sp._NBT04N3","282","56","133","19","69","23","0"
"Algoriphagus_sanaruensis","284","104","255","37","119","45","25"
"Algoriphagus_machipongonensis","208","28","62","11","40","22","0"
"Cyclobacterium_amurskyense","196","35","36","15","67","30","10"
"Cyclobacterium_marinum","134","30","25","19","65","20","0"
"Aquiflexum_balticum","272","75","50","36","95","48","26"
"Belliella_baltica","223","62","48","36","96","23","0"
"Mongoliitalea_daihaiensis","159","48","24","19","57","35","13"
"Flammeovirga_kamogawensis","96","19","34","0","0","18","0"
"Flammeovirga_pectinis","77","21","0","0","20","18","0"
"Flammeovirga_yaeyamensis","107","46","0","0","32","22","0"
"Flammeovirga_sp._MY04","52","0","0","0","35","22","0"
"Mangrovivirga_cuniculi","190","64","37","27","99","32","11"
"Marivirga_tractuosa","223","69","48","32","88","54","21"
"Candidatus_Amoebophilus_asiaticus","92","56","28","23","65","35","0"
"Cardinium_endosymbiont_of_Oedothorax_gibbosus","45","29","33","0","0","0","0"
"Cardinium_endosymbiont_of_Encarsia_pergandiella","14","0","0","0","27","0","0"
"Cardinium_endosymbiont_of_Sogatella_furcifera","12","0","0","0","0","0","0"
"Candidatus_Cardinium_hertigii","30","14","0","0","19","0","0"
"Bernardetia_litoralis","82","35","25","16","47","21","0"
"Chryseobacterium_sp.","20749","65","63","42","93","68","21"
"Chryseobacterium_sp._cx-624","3354","33","24","16","74","37","12"
"Chryseobacterium_sp._6424","2912","71","58","41","87","44","27"
"Chryseobacterium_sp._F4","1177","41","24","15","32","30","0"
"Chryseobacterium_sp._SC2-2","733","74","59","51","105","66","21"
"Chryseobacterium_sp._3008163","366","51","24","0","28","0","0"
"Chryseobacterium_sp._C-17","330","34","16","0","26","15","0"
"Chryseobacterium_sp._ZHDP1","412","71","30","54","78","48","28"
"Chryseobacterium_sp._ADR-1","294","27","0","26","23","30","0"
"Chryseobacterium_sp._SNU_WT5","295","26","14","0","35","0","0"
"Chryseobacterium_sp._LJ668","253","14","16","16","21","20","0"
"Chryseobacterium_sp._IHB_B_17019","249","29","22","0","33","20","17"
"Chryseobacterium_sp._Y16C","321","79","52","0","32","33","46"
"Chryseobacterium_sp._POL2","297","34","40","0","48","24","0"
"Chryseobacterium_sp._G0201","215","49","22","0","60","13","0"
"Chryseobacterium_sp._MEBOG06","172","26","21","0","35","30","0"
"Chryseobacterium_sp._T16E-39","158","19","16","0","32","20","0"
"Chryseobacterium_sp._StRB126","137","22","15","0","16","16","0"
"Chryseobacterium_sp._MEBOG07","133","26","22","0","21","16","20"
"Chryseobacterium_sp._DH-B6","135","30","18","28","25","28","0"
"Chryseobacterium_sp._G0186","154","38","19","0","18","24","0"
"Chryseobacterium_sp._PCH239","148","22","26","0","67","26","0"
"Chryseobacterium_sp._G0162","111","27","0","0","37","24","0"
"Chryseobacterium_sp._JV274","144","0","0","0","0","0","0"
"Chryseobacterium_sp._D764","156","0","0","0","0","0","0"
"Chryseobacterium_indoltheticum","5864","44","16","0","56","48","21"
"Chryseobacterium_taklimakanense","1149","117","90","61","148","128","50"
"Chryseobacterium_manosquense","807","54","32","28","32","27","0"
"Chryseobacterium_indologenes","639","127","82","43","123","74","45"
"Chryseobacterium_salivictor","443","42","34","18","39","23","0"
"Chryseobacterium_balustinum","476","32","26","0","37","21","0"
"Chryseobacterium_camelliae","473","72","82","43","124","62","37"
"Chryseobacterium_shandongense","443","80","52","0","99","56","25"
"Chryseobacterium_nepalense","265","37","24","19","41","34","0"
"Chryseobacterium_arthrosphaerae","335","78","52","46","87","54","29"
"Chryseobacterium_carnipullorum","293","25","42","24","73","43","0"
"Chryseobacterium_gleum","387","123","73","42","102","49","45"
"Chryseobacterium_daecheongense","196","38","61","23","44","29","17"
"Chryseobacterium_gallinarum","204","32","32","24","69","35","17"
"Chryseobacterium_glaciei","182","18","0","0","32","0","0"
"Chryseobacterium_aureum","166","30","20","0","33","22","0"
"Chryseobacterium_piperi","145","17","13","0","27","22","18"
"Chryseobacterium_lactis","228","71","43","31","49","38","25"
"Chryseobacterium_nakagawai","258","66","0","0","48","30","0"
"Chryseobacterium_cucumeris","163","34","22","0","42","27","0"
"Chryseobacterium_joostei","124","16","18","26","20","0","0"
"Chryseobacterium_bernardetii","350","0","115","0","0","0","0"
"Chryseobacterium_rhizoplanae","148","0","0","0","0","0","0"
"Kaistella_sp._97-N-M2","525","73","27","28","74","42","19"
"Kaistella_sp._GW4-15","229","23","11","0","20","23","0"
"Kaistella_daneshvariae","670","41","34","28","84","53","12"
"Candidatus_Kaistella_beijingensis","433","37","0","0","30","29","0"
"Kaistella_jeonii","238","33","15","0","36","22","0"
"Kaistella_flava_(ex_Peng_et_al._2021)","245","15","14","0","14","22","0"
"Kaistella_antarctica","218","27","16","0","29","18","12"
"Kaistella_carnis","254","38","24","29","24","21","0"
"Epilithonimonas_zeae","579","30","0","0","33","20","0"
"Epilithonimonas_vandammei","1006","69","71","0","76","75","0"
"Elizabethkingia_anophelis","376","100","90","52","123","102","64"
"Elizabethkingia_sp._JS20170427COW","109","19","0","0","16","15","0"
"Elizabethkingia_sp._2-6","124","0","38","0","44","0","0"
"Elizabethkingia_meningoseptica","127","35","19","25","40","37","11"
"Elizabethkingia_ursingii","121","0","0","0","25","0","0"
"Elizabethkingia_miricola","100","30","0","0","29","20","0"
"Elizabethkingia_bruuniana","88","0","0","0","0","0","0"
"Empedobacter_brevis","163","44","31","0","30","20","0"
"Empedobacter_falsenii","179","20","27","0","35","33","0"
"Empedobacter_stercoris","135","24","15","0","20","20","0"
"Cloacibacterium_caeni","210","57","34","0","70","40","0"
"Cloacibacterium_normanense","112","0","18","0","0","0","0"
"Apibacter_sp._B3706","52","0","0","0","0","0","0"
"Apibacter_sp._ESL0404","58","0","0","0","0","0","0"
"Apibacter_raozihei","58","39","40","0","34","28","0"
"Cruoricaptor_ignavus","171","86","57","35","164","82","43"
"Riemerella_anatipestifer","213","81","23","18","48","39","0"
"Ornithobacterium_rhinotracheale","199","78","58","21","125","53","39"
"Faecalibacter_bovis","126","17","0","0","18","11","0"
"Bergeyella_cardium","92","43","21","22","24","28","0"
"Weeksella_virosa","90","25","40","0","22","0","0"
"Flavobacterium_sp._xlx-214","3352","19","0","0","14","13","0"
"Flavobacterium_sp._I3-2","1076","93","38","0","27","38","42"
"Flavobacterium_sp._MMS21-Er5","832","31","117","0","18","21","18"
"Flavobacterium_sp._MDT1-60","667","38","57","0","81","39","37"
"Flavobacterium_sp._CJ74","556","61","42","23","65","35","24"
"Flavobacterium_sp._CLA17","511","54","52","23","56","45","16"
"Flavobacterium_sp._KBS0721","560","20","39","23","36","25","23"
"Flavobacterium_sp._HJ-32-4","430","141","140","97","345","168","62"
"Flavobacterium_sp._F-323","437","26","45","14","43","30","13"
"Flavobacterium_sp._F-70","430","31","44","16","32","21","15"
"Flavobacterium_sp._B183","423","38","48","0","34","22","15"
"Flavobacterium_sp._M31R6","388","32","39","0","26","30","18"
"Flavobacterium_sp._SLB02","398","13","43","0","24","29","19"
"Flavobacterium_sp._LPB0248","512","40","122","0","26","21","0"
"Flavobacterium_sp._IGB_4-14","335","57","47","20","38","37","22"
"Flavobacterium_sp._WSW3-B6","312","22","18","15","20","16","0"
"Flavobacterium_sp._140616W15","305","17","40","0","23","16","25"
"Flavobacterium_sp._KSM-R2A30","281","15","0","18","25","135","15"
"Flavobacterium_sp._Sr18","248","32","39","0","23","18","23"
"Flavobacterium_sp._F-29","251","39","45","0","47","20","42"
"Flavobacterium_sp._KSM-R2A25","254","35","27","0","38","158","0"
"Flavobacterium_sp._F-340","242","30","31","0","14","26","18"
"Flavobacterium_sp._KK2020170","226","24","17","0","17","18","0"
"Flavobacterium_sp._K5-23","196","34","40","0","22","17","0"
"Flavobacterium_sp._GENT5","187","13","22","0","14","18","14"
"Flavobacterium_sp._CECT_9288","270","28","31","0","23","0","0"
"Flavobacterium_sp._CHNK8","166","38","26","0","0","21","24"
"Flavobacterium_sp._CS20","109","43","15","0","32","19","0"
"Flavobacterium_sp._GENT11","252","38","43","0","0","0","0"
"Flavobacterium_sp._SHINM13","220","0","0","0","0","0","0"
"Flavobacterium_johnsoniae","1286","66","200","21","45","58","47"
"Flavobacterium_album","868","109","85","56","167","68","40"
"Flavobacterium_anhuiense","1124","525","13154","0","42","56","36"
"Flavobacterium_alkalisoli","847","35","36","16","41","11","15"
"Flavobacterium_endoglycinae","687","43","1144","26","38","41","17"
"Flavobacterium_crocinum","605","29","93","17","39","36","24"
"Flavobacterium_nitrogenifigens","660","49","341","25","31","28","0"
"Flavobacterium_enshiense","459","87","59","21","56","22","16"
"Flavobacterium_fluviale","504","35","216","19","40","21","15"
"Flavobacterium_inviolabile","399","50","34","21","40","33","17"
"Flavobacterium_commune","396","47","478","19","79","39","153"
"Flavobacterium_pallidum","367","108","58","59","145","66","19"
"Flavobacterium_kingsejongi","359","55","40","14","39","31","0"
"Flavobacterium_sangjuense","332","47","22","15","31","29","16"
"Flavobacterium_magnum","322","105","87","51","182","85","37"
"Flavobacterium_arcticum","290","13","10","0","17","0","0"
"Flavobacterium_nackdongense","258","61","47","32","94","50","23"
"Flavobacterium_gilvum","252","31","36","15","39","22","32"
"Flavobacterium_psychrophilum","271","35","20","0","20","15","0"
"Flavobacterium_sediminis","294","59","40","0","46","35","0"
"Flavobacterium_haoranii","247","24","16","0","17","23","19"
"Flavobacterium_indicum","176","32","20","0","17","12","0"
"Flavobacterium_sediminilitoris","169","24","14","0","34","14","0"
"Flavobacterium_jumunjinense","170","17","25","0","32","20","13"
"Flavobacterium_faecale","165","29","16","0","19","20","0"
"Flavobacterium_branchiophilum","133","34","17","11","24","17","0"
"Flavobacterium_oreochromis","165","18","24","0","34","0","0"
"Flavobacterium_crassostreae","142","24","21","16","20","17","16"
"Flavobacterium_davisii","150","0","23","0","0","17","0"
"Flavobacterium_columnare","249","30","19","0","41","45","0"
"Flavobacterium_covae","219","0","17","0","31","0","0"
"Polaribacter_sp._SM13","86","17","0","0","38","19","0"
"Polaribacter_sp._SA4-10","72","13","41","0","0","0","0"
"Polaribacter_sp._G4M1","71","17","0","0","26","12","0"
"Polaribacter_sp._MED152","69","0","0","0","0","11","0"
"Polaribacter_sp._KT25b","76","0","0","0","0","0","0"
"Polaribacter_sp._Hel1_33_78","66","13","0","0","21","12","0"
"Polaribacter_sp._L3A8","85","0","0","0","0","0","0"
"Polaribacter_sp._NJDZ03","98","18","0","0","0","26","0"
"Polaribacter_sp._Q13","73","0","0","0","0","23","0"
"Polaribacter_sp._ALD11","61","20","0","0","20","0","0"
