"","SRR25582257","SRR25582262","SRR25582261","SRR25582258","SRR25582263","SRR25582255","SRR25582259","SRR25582254","SRR25582260","SRR25582256","SRR8921820","SRR8921819","SRR8921825","SRR8921818","SRR8921821"
"38300",1555,2524,2427,2361,2217,2061,2183,1478,972,221,27,23,50,36,17
"309887",679,2269,2523,2349,1894,1381,1849,978,871,182,33,29,46,35,26
"3049069",2188,2522,1819,1777,1932,1996,1815,1505,999,132,30,25,39,31,23
"418008",54,188,70,71,92,24,60,27,2522,2,1,0,5,0,3
"2109915",1310,2135,2520,2250,1533,1122,1438,778,754,153,40,18,49,39,28
"2851648",2258,2520,1804,1897,1818,1690,1717,1384,944,101,26,23,31,26,18
"48664",2210,1494,1618,1450,1113,2520,1087,1619,645,342,27,35,40,27,23
"2851650",2368,2519,2024,2062,2043,1946,1818,1449,1027,144,31,14,43,34,26
"93219",1061,2228,2519,2341,1752,1133,1654,802,766,131,39,31,48,40,53
"39688",1790,2518,2347,2304,2218,2279,2085,1851,1158,305,40,26,58,37,29
"1385715",478,2515,1077,881,2009,488,487,466,428,43,9,19,14,20,13
"1903704",463,1552,2515,2102,1409,904,1444,662,737,134,21,21,40,29,26
"2815343",616,1981,2514,2046,1519,1113,1377,723,680,145,41,33,33,36,37
"483545",1508,2514,2450,2380,2230,2245,2128,1602,1120,243,29,22,66,40,19
"543877",1046,2510,2127,2222,1740,1598,1298,1302,886,146,35,29,35,29,25
"1612173",1142,2226,2507,2440,1778,1984,1763,1592,864,258,91,91,66,78,74
"1592790",1608,2348,2506,2293,1814,2244,1479,1802,797,198,54,59,55,60,64
"2991074",1590,2274,2350,2248,1897,2506,1519,2123,823,203,40,44,61,65,41
"3031126",757,1939,2506,1608,1393,1588,1349,1153,873,151,49,54,49,62,67
"35621",1406,2366,2506,2407,2169,1956,2082,1470,921,217,37,29,49,35,22
"2851959",328,1712,2505,2144,1501,786,1432,608,717,125,26,22,54,26,23
"1250539",872,2412,2504,2479,1911,1526,1976,1114,1028,204,35,41,41,67,27
"358220",1005,2100,2503,1928,1717,1008,1310,753,690,120,43,33,44,39,43
"92645",1321,2437,2502,2257,1929,1425,1586,1170,827,191,55,43,52,64,31
"2282397",1476,2428,2501,2403,1757,2457,1612,1903,977,215,60,55,63,58,47
"2909673",881,2501,2091,2270,1876,1672,1392,1311,815,121,32,25,34,37,33
"2950605",2056,2433,2501,2359,1927,2452,1513,2334,806,188,73,61,59,72,74
"186931",817,2448,2500,2487,1872,2325,1716,1557,926,333,47,54,63,56,59
"2995138",968,2469,2497,2154,1687,1632,1616,1087,800,223,43,36,57,50,47
"710705",1979,2497,2440,2375,2163,2412,2133,1835,856,280,28,23,66,37,22
"1226968",1060,2296,2496,2359,1871,1481,1860,1093,894,177,66,46,60,57,66
"665007",1899,2495,2425,2328,2103,2151,2072,1556,869,208,32,17,51,32,23
"1969821",770,2218,2494,2333,1802,1475,1918,1085,969,173,76,67,53,68,57
"279828",2494,1655,1444,1558,1330,1840,1222,1368,693,108,29,24,35,28,15
"2831967",657,2260,2492,2494,1943,1149,1847,795,816,134,39,41,61,63,29
"42197",1325,2494,2296,2317,2123,1874,2033,1450,964,200,27,25,37,34,20
"171865",760,1909,2463,2492,1405,1858,1531,1242,715,257,47,45,42,54,58
"1804",2021,2491,2262,2255,2254,2139,2055,1942,1113,272,32,29,71,46,36
"1644061",665,2404,2486,2385,2103,1325,2021,940,859,179,39,30,44,29,22
"258505",2437,2482,2363,2156,2129,2438,2152,1988,1015,285,36,34,86,38,31
"2806210",873,2388,2480,2392,1701,1541,1535,1053,784,158,71,69,58,49,62
"2293571",1495,2478,2321,2316,2068,1839,1979,1429,919,229,28,24,49,37,21
"2782167",2370,2475,1885,1825,1777,1987,1665,1578,980,149,24,21,43,29,27
"3003258",93,449,2475,234,278,82,93,66,170,11,10,3,6,9,14
"28209",650,2344,2474,2385,1928,1245,2202,986,971,139,75,76,78,60,56
"2493668",999,2378,2473,2253,1820,1533,2028,1355,1133,183,99,81,87,101,89
"2662397",1453,2378,2469,2088,1954,1976,2009,1492,876,292,35,21,58,38,30
"1270",1613,2468,2238,2203,2043,1692,1836,1295,1078,153,28,21,39,25,22
"1108595",810,2234,2467,2331,1742,1568,1718,1014,816,238,38,36,47,43,40
"1801",1860,2467,2170,2041,1949,2336,1946,1898,1066,285,23,27,69,28,25
"931866",731,1800,1781,1593,1418,2466,1904,1791,690,275,80,83,114,101,86
"2875539",2463,542,504,407,395,588,257,379,184,25,30,28,18,22,33
"2599401",1354,2461,2385,2353,2057,1839,1974,1486,962,199,32,17,55,36,25
"2742145",846,2399,2455,2458,1940,1417,1938,1157,1103,169,73,81,78,68,71
"356851",1486,2458,2156,2161,1965,1811,2165,1307,985,330,21,21,55,23,22
"47960",761,2211,2457,2313,1735,1505,1633,1010,863,229,35,52,37,50,47
"2918765",1410,2302,2455,2273,1772,1851,1515,1670,798,149,45,30,48,38,41
"551759",543,2002,2454,2192,1622,1056,1519,830,772,146,20,23,35,22,18
"110321",881,2219,2453,2220,1811,1223,1854,949,938,141,69,71,45,54,62
"51671",2453,2394,1875,1933,1894,2028,1749,1492,1032,152,32,21,41,31,19
"2801030",1476,2450,2383,2130,1882,2062,1985,1579,1001,217,43,16,56,37,23
"361575",1079,1954,972,975,1704,2448,1004,2078,457,71,11,11,17,16,7
"743009",2095,2448,2152,2167,2098,1906,1898,1549,996,156,24,24,43,37,14
"482462",2319,2441,2431,2331,2117,2243,2177,1881,1086,341,34,31,66,46,23
"536",786,2260,2441,2391,1896,1432,1717,1070,818,227,32,38,49,21,33
"53408",1150,2439,2382,2359,1843,1377,1819,1036,922,155,40,41,53,49,31
"2613773",780,2186,2339,2438,1775,1181,1813,944,910,141,71,60,77,64,66
"661481",1230,2353,2436,1798,2088,1505,1157,1037,891,109,99,50,88,90,131
"1904616",1760,2414,2435,2429,2026,1837,2050,1512,947,231,36,21,50,29,12
"2803845",186,2432,2166,1809,1419,976,1226,680,652,102,10,11,26,18,22
"279113",1215,2266,2431,2230,1704,1515,1544,1127,780,239,42,43,55,55,51
"3028710",1705,2431,2287,2193,2013,2075,1936,1667,974,240,28,28,49,36,17
"28894",1454,2430,2227,2217,2081,1985,1890,1446,863,193,25,14,44,27,23
"3064286",1761,2429,2068,2069,1962,2011,1877,1683,1325,247,30,36,65,54,24
"3038927",1325,2273,2426,2255,1690,2143,1484,2003,758,158,46,50,51,67,36
"3050384",2309,2426,1802,1875,1922,2064,1713,1644,1043,150,31,22,39,22,14
"67287",1737,2426,2336,2173,2098,2029,1951,1590,930,233,30,34,56,27,21
"1972068",797,2220,2425,2339,1758,2143,1635,1460,777,326,54,66,58,66,51
"84292",2200,2424,1724,1698,1734,1818,1754,1340,983,124,18,27,32,19,19
"2962047",1611,2422,2277,2187,2168,1952,2000,1561,1025,160,26,22,49,30,18
"1906742",2421,2295,1914,1968,1840,1875,1762,1334,887,138,35,18,27,36,20
"53360",1362,2421,2235,2338,2056,1689,2188,1348,875,275,25,21,65,42,23
"73141",684,2183,2421,2327,1649,1851,1632,1270,842,279,53,52,63,49,40
"40318",1836,2357,2418,2215,2186,2266,2095,1767,1033,299,31,22,55,37,28
"1208324",877,2388,2415,2374,2071,1689,1912,1364,1036,221,39,53,50,53,37
"1823759",418,1999,2415,2171,1657,1026,1522,742,856,151,34,36,70,44,35
"2059884",1384,2414,2199,2179,2037,1865,1862,1477,878,228,37,29,56,39,11
"2830998",1758,2353,1815,1564,1992,2411,1777,2175,729,119,24,20,174,97,47
"146937",495,1880,2410,1920,1375,955,1262,699,627,143,31,30,41,37,29
"285450",1755,2337,2410,2380,2010,1919,1969,1580,905,220,39,39,45,38,13
"2561924",677,2407,2341,2092,2212,1683,1526,1860,880,151,50,49,54,50,40
"2853163",1507,2349,2407,2188,1630,1608,1580,1103,834,197,39,28,42,36,22
"332249",690,2324,2406,2328,1835,1241,1789,803,959,158,47,32,40,33,27
"39695",1771,2406,2288,2404,2116,2119,2034,1718,1037,304,28,26,63,40,26
"2063",1593,2404,2172,2171,2213,2266,1976,1780,955,203,26,22,48,40,20
"2744516",1146,2013,2369,1912,1449,2404,1510,2209,859,186,102,94,65,95,86
"2341112",807,2204,2398,2245,1677,1590,1789,1222,961,182,71,73,70,86,71
"1653478",1422,2395,2254,2281,1922,1863,1845,1468,988,188,20,34,55,37,24
"2940488",1201,2193,2395,2079,1643,1268,1534,909,687,180,27,25,48,33,23
"3015149",1257,2251,1908,1955,1800,1688,2393,1296,985,219,19,16,43,34,14
"2851598",954,1994,950,860,1641,2392,1012,2154,431,64,8,8,10,13,10
"388357",1502,2391,2000,2007,2069,1799,1813,1332,1158,147,29,22,42,25,17
"57480",789,2282,2391,2374,1766,1349,1627,989,838,172,34,45,37,42,38
"1752398",740,2145,2387,2197,1729,1175,1881,929,937,174,67,64,67,69,57
"192843",1528,2038,2387,2131,1472,1170,1401,852,731,162,58,31,64,57,54
"1434011",1791,979,1108,1002,803,2386,767,1873,410,255,34,37,31,31,30
"2821543",303,1575,2386,2090,1435,901,1300,661,651,143,45,36,45,39,40
"186817",1173,2156,2385,2050,1719,1037,1709,795,1610,163,42,37,78,55,57
"645517",859,2385,1994,2161,1573,1457,1269,1145,833,120,29,23,27,27,28
"34007",1114,2331,2381,2216,1838,1916,1915,1321,1148,239,48,52,55,52,33
"2927975",473,2057,2379,2208,1601,1041,1582,698,811,167,40,26,59,41,43
"680248",982,2107,2378,2139,1791,1844,1687,1284,952,251,83,71,66,56,63
"3025315",1008,2376,2091,2102,1685,1710,1361,1407,754,171,34,29,41,40,35
"2857058",1849,1867,1788,1732,1584,2373,1602,1987,759,828,35,30,51,43,42
"2686304",1583,2372,2183,2111,2034,2122,2035,1674,896,248,31,24,62,40,27
"2983246",698,2371,1758,1649,1363,1373,1287,941,594,187,34,27,25,31,19
"2420509",1407,2370,2346,2241,2082,1984,1880,1487,853,188,32,31,56,30,28
"1325102",1052,2104,2369,2187,1721,1274,2240,1171,893,151,116,110,123,111,73
"85012",2204,2062,1958,1791,1860,2369,1833,1977,825,261,25,25,68,35,27
"2203205",1344,2326,2367,2242,2073,1768,1880,1344,879,169,35,24,47,37,14
"1508451",976,2232,2328,2366,1846,1718,1687,1176,835,224,56,42,52,53,41
"332055",1348,2366,2268,2155,1701,2260,1485,1742,741,184,47,53,57,66,50
"2575923",1317,2365,2220,2221,2115,1610,1911,1223,1089,163,34,23,47,29,15
"2764705",507,2006,2319,2364,1486,1040,1372,695,772,135,48,27,60,37,45
"2875948",2362,2247,1689,1868,1687,1953,1680,1594,907,147,23,13,23,25,20
"3068324",1689,1608,1454,1410,1104,2361,999,1596,710,268,27,22,23,37,17
"400770",1321,2298,2361,2295,1965,2088,1847,1715,960,188,118,136,98,105,95
"1331682",1187,2360,2224,2141,1820,1578,1871,1151,1059,171,22,22,43,36,24
"2541726",2163,2359,1901,1947,1901,1926,1729,1482,959,164,25,25,32,29,16
"193",847,2014,2357,2312,1754,1599,1677,1190,812,214,45,41,51,54,35
"2973976",1067,1644,1023,913,1412,2352,934,2049,415,58,7,11,14,9,9
"200252",784,2204,2350,2131,1693,1276,1800,939,757,169,22,32,50,33,23
"1389922",1851,2189,2346,2278,1808,1450,1549,1049,787,211,29,34,35,34,46
"3069708",1393,2344,2164,2166,1970,1655,1763,1267,983,155,28,29,58,25,19
"57493",1607,2344,2067,2068,1853,1895,1747,1437,1101,180,32,25,47,27,16
"219687",750,1582,2343,1809,1637,709,1337,596,673,126,14,13,44,25,21
"61624",682,1990,2343,2285,1721,1081,1614,876,787,144,35,26,56,28,30
"2020377",1628,2340,2318,2137,1998,2081,1929,1592,1169,162,29,33,49,24,19
"204037",1106,1992,2338,2215,1601,1481,1532,1059,811,157,52,54,49,63,44
"2760083",1551,2337,2210,2152,1931,1930,1799,1523,901,197,28,25,43,40,26
"2662261",1363,2326,2334,2009,1963,1816,1841,1429,1142,172,29,30,50,35,22
"3068640",564,1857,2334,2064,1665,948,1476,645,743,171,36,33,69,48,41
"39694",1985,2331,2241,2262,1988,2146,1952,1712,1066,272,27,31,70,30,21
"1295382",805,2070,2330,2202,1661,1611,1506,1157,794,210,72,67,61,49,61
"1442032",1547,2328,2246,2171,1971,1919,1882,1465,847,204,26,15,38,31,19
"2929795",1355,2328,2297,2265,2040,1948,1914,1390,922,198,39,34,45,32,23
"190323",2326,1256,1095,1230,1050,1534,1044,1168,547,118,18,18,30,19,12
"2917991",1319,2203,2269,2325,2264,1977,1833,1637,908,156,89,123,78,117,114
"1503055",1379,2080,2324,2313,1772,1599,1603,1033,776,202,26,24,32,30,26
"1353889",1870,2190,2323,2075,1709,1528,1536,1009,792,209,27,30,42,32,29
"656179",1148,2108,2322,2262,1730,1438,1609,1012,837,188,28,23,37,42,39
"2761578",2022,2319,2321,2150,2002,2175,1923,1679,1029,255,25,32,67,40,21
"2819280",613,1224,1431,1379,928,2320,931,1442,430,341,40,31,38,39,28
"147645",1000,2319,2136,2084,1902,1523,1756,1143,1124,158,39,42,47,48,32
"2589888",1141,2295,2319,2186,1794,1732,1810,1508,974,179,104,101,77,104,73
"2971235",2319,1790,1867,1737,1386,2183,1221,1648,755,270,12,22,29,25,23
"367477",2254,2317,1746,1718,1697,1899,1559,1456,910,164,22,22,40,21,19
"312306",872,2246,2316,2056,1592,1285,1593,918,828,150,33,32,59,50,33
"1273155",780,2125,2315,2108,1586,1918,1480,1197,814,251,39,48,52,38,42
"376489",894,2139,2315,2288,1737,1851,1642,1291,813,255,41,47,49,58,35
"1855416",894,2313,1872,2013,1571,1570,1229,1190,748,156,26,26,20,31,21
"117207",986,2310,2029,1973,1693,1657,1333,1284,688,129,39,31,35,41,35
"2740807",712,2193,2310,2115,1657,1248,1580,923,800,164,59,51,39,61,44
"2857060",1784,2309,2204,2116,1958,2063,1857,1717,1014,305,26,24,51,40,16
"67581",1398,2309,2119,2063,1898,1709,1908,1335,816,182,33,17,38,24,18
"2807096",907,2308,2234,2079,1856,1559,1686,1162,927,216,63,58,56,48,50
"80842",1270,2139,2308,2158,1641,1427,1510,1127,812,223,50,40,58,48,49
"1503054",1304,2069,2306,2175,1810,1289,1644,945,776,171,16,26,44,34,23
"2017685",1354,2094,1621,1514,1639,2306,1605,1929,738,102,29,15,79,43,27
"35806",834,2282,2306,2209,1820,1971,1778,1365,937,251,45,38,61,44,36
"2867005",2030,2231,2100,2106,1869,2305,1859,1931,932,343,30,27,77,54,28
"2733867",1372,1785,1824,1590,1251,2198,1036,2304,561,121,51,49,45,63,35
"1312183",1180,2127,2300,2110,1589,1976,2083,1456,898,203,61,56,87,95,72
"1315974",1289,2213,2300,2222,1606,1905,1472,1691,729,170,51,43,48,68,47
"135719",1226,2194,2299,2279,1731,1825,1541,1569,782,174,42,48,53,56,35
"1404741",958,2050,2299,2101,1562,1315,1718,1109,860,252,96,86,91,104,66
"2665645",104,450,2298,214,286,74,114,58,211,9,3,4,3,5,7
"1842534",993,2199,2297,2263,1723,1503,1760,1234,908,170,66,88,68,57,62
"2603206",1886,2297,2097,2092,2059,2002,1795,1551,1837,199,29,16,54,28,20
"2589967",1176,2137,2296,2195,1595,1816,1804,1502,971,196,111,95,80,97,78
"2714923",1257,2064,2295,1913,1479,1313,1367,915,706,149,31,27,42,35,30
"126",257,1866,2291,1982,1389,813,1534,653,808,83,86,75,93,74,71
"342113",1133,2030,2288,2071,1587,1201,1540,839,720,141,38,27,32,35,25
"37928",1827,2288,2181,2018,2010,2071,1819,1756,1061,191,31,25,57,42,25
"1793",1778,2287,2161,2097,1976,2271,1818,1751,1033,315,26,30,69,45,23
"206351",559,1999,2286,2178,1452,1156,1369,788,792,152,38,44,45,40,34
"2744521",1050,2286,2241,2275,1587,1445,1880,1195,946,151,75,62,78,53,61
"2726118",1335,2285,2146,1957,1886,1732,1804,1364,781,189,25,17,40,28,16
"2590772",1011,1997,2235,2283,1641,1473,2143,1265,913,206,127,106,99,121,93
"59737",2283,1142,1018,1122,971,1100,899,858,522,74,10,12,22,19,6
"1768242",670,2280,2282,1915,1510,1131,1341,805,679,167,42,40,37,45,39
"53451",1272,2281,2171,2033,1904,1778,1917,1482,900,208,19,24,46,31,20
"1921510",1324,2169,2278,2121,1704,1884,1493,1572,707,201,57,55,48,49,52
"2483404",1257,1895,2004,1711,1355,2278,1505,1944,845,188,119,127,102,124,108
"42881",1525,2277,2144,2104,1846,2107,1852,1556,832,228,29,25,54,37,16
"2714940",262,1518,2276,617,1868,593,298,366,413,30,20,11,12,20,18
"2838237",256,1723,1991,2276,1489,816,2037,638,856,114,73,64,55,70,43
"2880219",1385,2045,2276,2189,1784,1452,1640,1073,766,209,30,28,40,36,26
"2567881",1745,2273,2050,2014,2013,2009,1829,1554,1806,203,23,31,48,36,27
"263913",711,2273,1613,1696,1529,1341,1097,1508,696,110,36,34,31,31,34
"887464",1356,2272,2127,2131,1896,1777,1868,1311,814,231,26,17,58,34,20
"2885079",832,2077,2235,2270,1777,1579,1797,1210,907,226,72,71,84,83,58
"943830",892,2206,2269,2181,1693,1361,1868,1094,901,238,102,83,76,128,78
"1778",1392,1690,1667,1711,1440,2267,1417,1910,726,469,39,23,53,28,28
"2175648",2267,1894,1833,1760,1694,1845,1515,1391,781,162,23,22,34,17,20
"1331258",2266,1897,2019,1900,1395,1248,1316,876,692,154,25,20,39,36,26
"134601",1921,2265,2220,2167,1984,1940,1958,1664,955,272,33,26,66,50,24
"2782568",898,2263,1992,2058,1633,1844,1275,1416,798,202,30,29,30,31,27
"3034022",1299,2065,2263,2159,1768,1712,1794,1304,844,212,28,23,37,49,19
"3061626",1156,2262,1956,2077,1855,1545,2139,1224,936,202,23,16,35,28,15
"2502779",876,1998,2008,1568,1776,2259,997,1458,680,299,107,59,78,97,126
"40989",1307,2258,2140,2038,1913,1732,1768,1331,896,162,24,17,51,29,17
"1149133",884,2172,2257,2064,1656,1450,1619,1023,758,192,41,34,48,45,38
"1492898",766,2257,2132,1564,1853,1232,963,816,784,84,97,42,73,100,117
"67345",1422,2257,2188,2023,1912,1671,1841,1333,852,179,22,17,45,30,17
"2815577",29,184,145,135,103,78,96,33,2256,6,3,7,5,4,3
"1395974",1099,1968,2254,2124,1631,1119,1760,959,826,151,123,114,85,97,63
"1894",1412,2223,2221,2254,2023,1682,1928,1374,869,185,22,30,35,31,20
"2726185",619,2012,2253,2017,1607,1154,1599,841,797,164,25,18,44,30,26
"556288",1177,2252,2074,2106,1853,1630,1764,1170,1023,159,19,15,35,17,13
"1276",1688,2251,2078,2051,2069,1940,1865,1556,1421,203,23,24,60,43,22
"2497863",891,2007,2251,2052,1561,1354,1376,1041,670,174,39,41,54,31,26
"286727",1007,2087,2251,2213,1742,1439,1760,1063,813,164,53,42,60,42,35
"85085",1847,2047,1092,1076,1385,2251,1206,1909,530,60,17,15,20,8,6
"1784719",2250,2142,1919,2045,1816,1649,1665,1239,925,147,25,22,52,32,28
"1938334",2250,1632,1263,1302,1204,1409,1099,1111,669,93,13,16,32,20,9
"2500546",2177,2063,1699,1574,1901,2250,1632,1852,889,136,27,27,48,34,26
"2897774",1675,2250,1860,1862,1961,1947,1773,1350,1547,208,28,26,37,31,22
"2220095",2249,1192,1082,1119,1060,1371,891,978,521,105,20,13,32,19,12
"2583243",1227,2249,2086,2039,1945,1437,2077,1119,948,204,21,17,42,29,18
"544",942,2188,2249,2149,1527,1367,1413,990,875,210,52,30,56,53,50
"2014534",2248,2106,1628,1679,1667,1751,1616,1390,859,133,24,19,33,29,14
"280333",1377,2025,2217,2245,1585,1351,2052,1053,937,146,96,85,91,103,69
"3003256",120,1284,2245,400,960,156,263,119,284,15,12,6,18,17,15
"1936029",1776,1874,1876,1721,1551,2244,1555,1950,738,288,22,22,55,35,19
"2546351",607,2110,2244,2110,1700,1218,1645,925,845,171,31,30,55,39,30
"2837956",1503,2244,2163,2129,1925,1908,1927,1551,875,221,24,24,33,38,20
"2657486",1159,2242,2127,2084,1739,1769,1826,1441,883,147,110,125,80,112,89
"2782659",1047,2128,2242,2221,1678,1547,2086,1332,924,189,124,116,144,100,95
"2676871",1443,2235,2241,2148,1801,1792,1893,1434,825,186,31,16,57,36,21
"2665642",1684,2237,2090,2151,1876,1966,1882,1478,876,188,26,37,42,33,25
"2493678",1112,2117,2236,2108,1601,1964,1694,1768,851,216,257,315,194,245,268
"2518599",2236,1041,1103,1015,707,554,723,395,342,77,30,18,29,21,15
"2734618",2235,2164,1666,1649,1558,1822,1493,1354,885,141,22,30,30,25,18
"33069",915,2093,2233,1858,1358,1143,1286,842,748,141,52,45,38,52,47
"348043",1463,2233,2119,2194,1945,1800,1856,1408,817,202,27,21,47,32,16
"2806348",1136,2232,2126,2165,2043,1927,1783,1627,891,167,122,147,93,84,111
"47885",1147,2078,2232,2145,1620,1402,1591,1087,802,203,60,48,56,51,52
"700274",1310,2216,2232,2163,1900,1608,1819,1216,776,159,38,27,52,25,23
"2614638",2099,2231,1841,1787,1752,1902,1682,1445,1090,153,24,23,37,32,15
"2865673",1363,2231,2109,2126,1910,1816,1910,1302,812,189,38,26,50,37,13
"47880",1034,2107,2231,2157,1643,1516,1453,1054,733,202,42,33,47,40,32
"1850250",781,2230,2186,2212,1863,1338,1759,1074,957,195,56,47,60,37,37
"1804990",1953,2229,1803,1889,1712,1905,1576,1380,837,163,23,24,53,21,25
"74829",889,2052,2103,2229,1615,1684,1506,1119,856,230,38,33,54,30,39
"2705399",559,1883,2226,2228,1426,854,1312,682,800,142,84,92,66,69,72
"67296",1361,2228,2049,1979,1771,1609,1730,1310,764,170,35,23,50,36,15
"2175645",2227,1820,1697,1664,1557,1633,1423,1278,758,136,27,14,31,23,12
"2739433",825,2227,1872,2077,1604,1450,1330,1153,847,114,32,31,34,29,33
"35798",1449,1346,1931,2226,1187,354,1266,369,542,49,16,16,16,13,22
"1283291",311,2225,1542,890,546,428,543,328,434,71,19,14,11,45,15
"1874630",2223,2099,1875,1996,1771,1746,1719,1284,797,139,27,28,34,27,21
"2419844",816,2063,2223,2185,1760,1776,1850,1239,843,182,54,54,70,57,47
"3049073",2223,2204,1859,1751,1764,1960,1752,1449,958,112,23,24,39,24,16
"1007105",2222,688,775,761,551,458,463,285,276,53,14,15,19,12,12
"2072505",1643,2222,2079,2006,1974,1786,1843,1412,814,185,36,22,34,28,26
"2174846",1208,2222,2182,2109,1958,1530,1913,1293,850,194,28,23,46,25,22
"875808",1384,2222,2131,2181,1869,1983,1902,1417,942,183,30,21,53,29,30
"2972479",1222,1729,1315,1171,1390,2221,1357,1829,597,103,19,13,33,13,12
"2760307",882,2220,1909,1773,1720,1513,1581,1120,1401,173,40,47,50,39,36
"2999062",1351,2218,2003,2131,1931,1607,1789,1202,936,171,26,15,41,37,22
"60136",834,2024,2218,2063,1608,1350,1626,976,916,161,59,48,63,61,42
"1545728",1769,1854,1892,1832,1640,2217,1669,1854,823,270,31,29,50,28,12
"1810",1550,2217,2199,2059,1988,1827,1821,1559,950,205,21,26,62,36,18
"33051",1327,2138,2135,1950,1708,2217,1379,1929,741,211,41,31,57,50,37
"2231055",298,1099,2216,1177,851,530,749,381,436,79,28,13,20,17,51
"692036",351,1927,2215,2110,1485,952,1720,674,779,111,68,49,59,61,62
"1903186",1320,2213,2075,2074,1918,1777,1797,1274,1072,183,31,26,55,36,24
"2565366",1433,1762,1497,1239,1570,2212,1395,1888,656,98,21,9,53,29,26
"380021",1027,2026,2210,2022,1385,1314,1437,945,709,194,41,33,44,39,26
"39645",1094,2060,2208,2101,1649,1564,1732,1142,907,189,63,96,74,69,84
"656366",2206,972,940,918,793,1461,757,1205,471,67,22,13,26,15,26
"2614639",2070,2205,1807,1800,1734,1701,1718,1423,931,152,15,14,40,22,22
"1932",1473,2204,2048,1978,1736,1747,1852,1363,840,195,23,19,63,25,17
"2493679",1161,2083,2204,1888,1511,1779,1633,1481,895,211,102,88,86,89,67
"1249101",2055,2153,1948,1867,1833,2203,1808,1772,1051,267,38,22,72,50,26
"1930058",1006,2198,1907,1933,1766,1454,1670,1105,1220,147,54,59,42,46,28
"502394",789,2146,2198,2082,1615,1349,1676,976,804,150,23,27,47,40,24
"2847991",451,1884,2196,1897,1498,843,1437,635,785,141,82,45,49,41,36
"2211211",1596,1982,2171,2195,1566,1325,1488,1004,779,136,40,36,47,42,36
"1905847",2194,1832,1678,1752,1520,1515,1419,1110,698,107,24,12,30,27,23
"2875540",1572,2190,2134,1573,1806,1287,909,892,868,94,135,49,74,111,146
"293089",1048,2111,2186,2135,1626,1425,1730,1115,875,174,58,64,62,54,63
"121428",1256,1867,1909,1792,1356,2135,1205,2182,686,149,46,36,41,77,37
"1390395",1469,1900,2054,1923,1564,2182,1309,1882,689,171,59,47,48,46,43
"2268461",1896,2181,1645,1706,1759,1868,1673,1609,897,119,17,18,34,26,18
"1248727",740,1901,2180,2010,1525,1391,1382,1026,711,195,40,38,30,34,34
"132473",1237,2180,2096,1951,1893,1789,1734,1304,792,187,28,30,40,35,18
"3064529",1285,2180,1878,1908,1807,1619,1641,1258,925,133,30,25,43,36,20
"36821",1372,2180,2059,2129,1773,1748,1748,1328,823,184,27,23,50,35,24
